,DateTime,CAISO_HourlyLoad,California_HourlyLoad
0,2019-11-05 18:00:00-08:00,,34970
1,2019-11-05 17:00:00-08:00,,33327
2,2019-11-05 16:00:00-08:00,,31658
3,2019-11-05 15:00:00-08:00,25571.0,31631
4,2019-11-05 14:00:00-08:00,24774.0,30697
5,2019-11-05 13:00:00-08:00,23874.0,29641
6,2019-11-05 12:00:00-08:00,23628.0,29308
7,2019-11-05 11:00:00-08:00,23369.0,28910
8,2019-11-05 10:00:00-08:00,23379.0,28804
9,2019-11-05 09:00:00-08:00,23672.0,28994
10,2019-11-05 08:00:00-08:00,24216.0,29423
11,2019-11-05 07:00:00-08:00,23683.0,28634
12,2019-11-05 06:00:00-08:00,21658.0,26163
13,2019-11-05 05:00:00-08:00,20083.0,24242
14,2019-11-05 04:00:00-08:00,19582.0,23612
15,2019-11-05 03:00:00-08:00,19590.0,23630
16,2019-11-05 02:00:00-08:00,19997.0,24134
17,2019-11-05 01:00:00-08:00,20691.0,25015
18,2019-11-05 00:00:00-08:00,21637.0,26199
19,2019-11-04 23:00:00-08:00,23166.0,28068
20,2019-11-04 22:00:00-08:00,24991.0,30327
21,2019-11-04 21:00:00-08:00,26519.0,32183
22,2019-11-04 20:00:00-08:00,27615.0,33486
23,2019-11-04 19:00:00-08:00,28518.0,34582
24,2019-11-04 18:00:00-08:00,28724.0,34894
25,2019-11-04 17:00:00-08:00,27245.0,33227
26,2019-11-04 16:00:00-08:00,26279.0,32258
27,2019-11-04 15:00:00-08:00,25287.0,31234
28,2019-11-04 14:00:00-08:00,24450.0,30295
29,2019-11-04 13:00:00-08:00,23928.0,29653
30,2019-11-04 12:00:00-08:00,23293.0,28922
31,2019-11-04 11:00:00-08:00,23107.0,28641
32,2019-11-04 10:00:00-08:00,22848.0,28286
33,2019-11-04 09:00:00-08:00,23349.0,28688
34,2019-11-04 08:00:00-08:00,23860.0,29049
35,2019-11-04 07:00:00-08:00,23644.0,28560
36,2019-11-04 06:00:00-08:00,21536.0,25977
37,2019-11-04 05:00:00-08:00,19770.0,23853
38,2019-11-04 04:00:00-08:00,19065.0,22996
39,2019-11-04 03:00:00-08:00,18985.0,22910
40,2019-11-04 02:00:00-08:00,19276.0,23266
41,2019-11-04 01:00:00-08:00,19783.0,23898
42,2019-11-04 00:00:00-08:00,,21953
43,2019-11-03 23:00:00-08:00,,25516
44,2019-11-03 22:00:00-08:00,,27100
45,2019-11-03 21:00:00-08:00,,28592
46,2019-11-03 20:00:00-08:00,,29536
47,2019-11-03 19:00:00-08:00,,30341
48,2019-11-03 18:00:00-08:00,,30463
49,2019-11-03 17:00:00-08:00,,28771
50,2019-11-03 16:00:00-08:00,,27382
51,2019-11-03 15:00:00-08:00,,26224
52,2019-11-03 14:00:00-08:00,,25371
53,2019-11-03 13:00:00-08:00,,24819
54,2019-11-03 12:00:00-08:00,,24711
55,2019-11-03 11:00:00-08:00,,25040
56,2019-11-03 10:00:00-08:00,,25490
57,2019-11-03 09:00:00-08:00,,26033
58,2019-11-03 08:00:00-08:00,,26315
59,2019-11-03 07:00:00-08:00,,26051
60,2019-11-03 06:00:00-08:00,,25035
61,2019-11-03 05:00:00-08:00,,23814
62,2019-11-03 04:00:00-08:00,,23168
63,2019-11-03 03:00:00-08:00,,23143
64,2019-11-03 02:00:00-08:00,,23106
65,2019-11-03 01:00:00-08:00,19326.0,23215
66,2019-11-03 01:00:00-07:00,20168.0,24330
67,2019-11-03 00:00:00-07:00,21218.0,25716
68,2019-11-02 23:00:00-07:00,22521.0,27304
69,2019-11-02 22:00:00-07:00,23749.0,28813
70,2019-11-02 21:00:00-07:00,24528.0,29773
71,2019-11-02 20:00:00-07:00,25202.0,30573
72,2019-11-02 19:00:00-07:00,25312.0,30691
73,2019-11-02 18:00:00-07:00,23915.0,29069
74,2019-11-02 17:00:00-07:00,22623.0,27710
75,2019-11-02 16:00:00-07:00,21538.0,26576
76,2019-11-02 15:00:00-07:00,20773.0,25731
77,2019-11-02 14:00:00-07:00,20252.0,25151
78,2019-11-02 13:00:00-07:00,20162.0,25065
79,2019-11-02 12:00:00-07:00,20424.0,25412
80,2019-11-02 11:00:00-07:00,20863.0,25874
81,2019-11-02 10:00:00-07:00,21496.0,26436
82,2019-11-02 09:00:00-07:00,21998.0,26766
83,2019-11-02 08:00:00-07:00,21924.0,26485
84,2019-11-02 07:00:00-07:00,21058.0,25441
85,2019-11-02 06:00:00-07:00,20023.0,24168
86,2019-11-02 05:00:00-07:00,19459.0,23485
87,2019-11-02 04:00:00-07:00,19429.0,23436
88,2019-11-02 03:00:00-07:00,19714.0,23784
89,2019-11-02 02:00:00-07:00,20263.0,24450
90,2019-11-02 01:00:00-07:00,21033.0,25400
91,2019-11-02 00:00:00-07:00,,27026
92,2019-11-01 23:00:00-07:00,,28922
93,2019-11-01 22:00:00-07:00,,30776
94,2019-11-01 21:00:00-07:00,,32141
95,2019-11-01 20:00:00-07:00,,33150
96,2019-11-01 19:00:00-07:00,,33315
97,2019-11-01 18:00:00-07:00,,31774
98,2019-11-01 17:00:00-07:00,,30799
99,2019-11-01 16:00:00-07:00,,29771
100,2019-11-01 15:00:00-07:00,,28938
101,2019-11-01 14:00:00-07:00,,28200
102,2019-11-01 13:00:00-07:00,,27691
103,2019-11-01 12:00:00-07:00,,27894
104,2019-11-01 11:00:00-07:00,,28494
105,2019-11-01 10:00:00-07:00,,29351
106,2019-11-01 09:00:00-07:00,,30597
107,2019-11-01 08:00:00-07:00,,31288
108,2019-11-01 07:00:00-07:00,,29608
109,2019-11-01 06:00:00-07:00,,26536
110,2019-11-01 05:00:00-07:00,,24752
111,2019-11-01 04:00:00-07:00,,24140
112,2019-11-01 03:00:00-07:00,,24308
113,2019-11-01 02:00:00-07:00,,24883
114,2019-11-01 01:00:00-07:00,,25818
115,2019-11-01 00:00:00-07:00,21969.0,26561
116,2019-10-31 23:00:00-07:00,23483.0,28413
117,2019-10-31 22:00:00-07:00,24977.0,30229
118,2019-10-31 21:00:00-07:00,25691.0,31077
119,2019-10-31 20:00:00-07:00,26187.0,31653
120,2019-10-31 19:00:00-07:00,26640.0,32246
121,2019-10-31 18:00:00-07:00,25762.0,31311
122,2019-10-31 17:00:00-07:00,24565.0,30084
123,2019-10-31 16:00:00-07:00,23502.0,28960
124,2019-10-31 15:00:00-07:00,22792.0,28179
125,2019-10-31 14:00:00-07:00,22403.0,27776
126,2019-10-31 13:00:00-07:00,22182.0,27542
127,2019-10-31 12:00:00-07:00,22521.0,27932
128,2019-10-31 11:00:00-07:00,23183.0,28632
129,2019-10-31 10:00:00-07:00,24105.0,29590
130,2019-10-31 09:00:00-07:00,25159.0,30650
131,2019-10-31 08:00:00-07:00,25627.0,31039
132,2019-10-31 07:00:00-07:00,24027.0,29106
133,2019-10-31 06:00:00-07:00,21518.0,26000
134,2019-10-31 05:00:00-07:00,20118.0,24291
135,2019-10-31 04:00:00-07:00,19593.0,23669
136,2019-10-31 03:00:00-07:00,19757.0,23871
137,2019-10-31 02:00:00-07:00,20154.0,24360
138,2019-10-31 01:00:00-07:00,20882.0,25253
139,2019-10-31 00:00:00-07:00,21974.0,26608
140,2019-10-30 23:00:00-07:00,23643.0,28682
141,2019-10-30 22:00:00-07:00,25382.0,30787
142,2019-10-30 21:00:00-07:00,26484.0,32129
143,2019-10-30 20:00:00-07:00,27218.0,32979
144,2019-10-30 19:00:00-07:00,27112.0,32827
145,2019-10-30 18:00:00-07:00,25425.0,30946
146,2019-10-30 17:00:00-07:00,24079.0,29538
147,2019-10-30 16:00:00-07:00,22931.0,28349
148,2019-10-30 15:00:00-07:00,22248.0,27627
149,2019-10-30 14:00:00-07:00,22035.0,27376
150,2019-10-30 13:00:00-07:00,21767.0,27112
151,2019-10-30 12:00:00-07:00,22262.0,27660
152,2019-10-30 11:00:00-07:00,22652.0,28060
153,2019-10-30 10:00:00-07:00,23075.0,28411
154,2019-10-30 09:00:00-07:00,24270.0,29659
155,2019-10-30 08:00:00-07:00,24739.0,30031
156,2019-10-30 07:00:00-07:00,23545.0,28512
157,2019-10-30 06:00:00-07:00,21194.0,25592
158,2019-10-30 05:00:00-07:00,20113.0,24216
159,2019-10-30 04:00:00-07:00,19662.0,23684
160,2019-10-30 03:00:00-07:00,19708.0,23754
161,2019-10-30 02:00:00-07:00,20020.0,24178
162,2019-10-30 01:00:00-07:00,20814.0,25129
163,2019-10-30 00:00:00-07:00,21914.0,26484
164,2019-10-29 23:00:00-07:00,23439.0,28359
165,2019-10-29 22:00:00-07:00,25009.0,30345
166,2019-10-29 21:00:00-07:00,26209.0,31834
167,2019-10-29 20:00:00-07:00,26994.0,32781
168,2019-10-29 19:00:00-07:00,27012.0,32836
169,2019-10-29 18:00:00-07:00,25516.0,31087
170,2019-10-29 17:00:00-07:00,24132.0,29638
171,2019-10-29 16:00:00-07:00,23147.0,28630
172,2019-10-29 15:00:00-07:00,22572.0,28028
173,2019-10-29 14:00:00-07:00,22422.0,28077
174,2019-10-29 13:00:00-07:00,22132.0,27753
175,2019-10-29 12:00:00-07:00,22335.0,27945
176,2019-10-29 11:00:00-07:00,22488.0,28053
177,2019-10-29 10:00:00-07:00,23202.0,28528
178,2019-10-29 09:00:00-07:00,23972.0,29255
179,2019-10-29 08:00:00-07:00,24392.0,29592
180,2019-10-29 07:00:00-07:00,22939.0,27815
181,2019-10-29 06:00:00-07:00,20451.0,24813
182,2019-10-29 05:00:00-07:00,19399.0,23486
183,2019-10-29 04:00:00-07:00,18943.0,22933
184,2019-10-29 03:00:00-07:00,18811.0,22844
185,2019-10-29 02:00:00-07:00,19341.0,23464
186,2019-10-29 01:00:00-07:00,20210.0,24508
187,2019-10-29 00:00:00-07:00,21472.0,26039
188,2019-10-28 23:00:00-07:00,23210.0,28142
189,2019-10-28 22:00:00-07:00,25017.0,30360
190,2019-10-28 21:00:00-07:00,26248.0,31936
191,2019-10-28 20:00:00-07:00,27161.0,33041
192,2019-10-28 19:00:00-07:00,27168.0,33102
193,2019-10-28 18:00:00-07:00,25792.0,31515
194,2019-10-28 17:00:00-07:00,24445.0,30138
195,2019-10-28 16:00:00-07:00,23424.0,29279
196,2019-10-28 15:00:00-07:00,22666.0,28517
197,2019-10-28 14:00:00-07:00,22110.0,27874
198,2019-10-28 13:00:00-07:00,21688.0,27416
199,2019-10-28 12:00:00-07:00,21742.0,27460
200,2019-10-28 11:00:00-07:00,21939.0,27633
201,2019-10-28 10:00:00-07:00,22226.0,27806
202,2019-10-28 09:00:00-07:00,22693.0,28005
203,2019-10-28 08:00:00-07:00,22916.0,28111
204,2019-10-28 07:00:00-07:00,21676.0,26565
205,2019-10-28 06:00:00-07:00,19478.0,23803
206,2019-10-28 05:00:00-07:00,18126.0,22134
207,2019-10-28 04:00:00-07:00,17773.0,21675
208,2019-10-28 03:00:00-07:00,17843.0,21762
209,2019-10-28 02:00:00-07:00,18199.0,22193
210,2019-10-28 01:00:00-07:00,18822.0,22990
211,2019-10-28 00:00:00-07:00,19707.0,24119
212,2019-10-27 23:00:00-07:00,21029.0,25809
213,2019-10-27 22:00:00-07:00,22449.0,27606
214,2019-10-27 21:00:00-07:00,23326.0,28712
215,2019-10-27 20:00:00-07:00,23919.0,29489
216,2019-10-27 19:00:00-07:00,23784.0,29316
217,2019-10-27 18:00:00-07:00,22385.0,27641
218,2019-10-27 17:00:00-07:00,20754.0,25864
219,2019-10-27 16:00:00-07:00,19601.0,24647
220,2019-10-27 15:00:00-07:00,18641.0,23629
221,2019-10-27 14:00:00-07:00,18247.0,23165
222,2019-10-27 13:00:00-07:00,18006.0,22880
223,2019-10-27 12:00:00-07:00,17989.0,22805
224,2019-10-27 11:00:00-07:00,18112.0,22831
225,2019-10-27 10:00:00-07:00,18506.0,23113
226,2019-10-27 09:00:00-07:00,18575.0,22981
227,2019-10-27 08:00:00-07:00,18696.0,22990
228,2019-10-27 07:00:00-07:00,18592.0,22793
229,2019-10-27 06:00:00-07:00,18006.0,22094
230,2019-10-27 05:00:00-07:00,18104.0,22135
231,2019-10-27 04:00:00-07:00,18251.0,22310
232,2019-10-27 03:00:00-07:00,18652.0,22818
233,2019-10-27 02:00:00-07:00,19234.0,23547
234,2019-10-27 01:00:00-07:00,20160.0,24691
235,2019-10-27 00:00:00-07:00,21332.0,26178
236,2019-10-26 23:00:00-07:00,22719.0,27998
237,2019-10-26 22:00:00-07:00,24084.0,29599
238,2019-10-26 21:00:00-07:00,25494.0,31261
239,2019-10-26 20:00:00-07:00,26927.0,32960
240,2019-10-26 19:00:00-07:00,27643.0,33860
241,2019-10-26 18:00:00-07:00,27543.0,33765
242,2019-10-26 17:00:00-07:00,26958.0,33248
243,2019-10-26 16:00:00-07:00,25731.0,31922
244,2019-10-26 15:00:00-07:00,24404.0,30441
245,2019-10-26 14:00:00-07:00,23324.0,29150
246,2019-10-26 13:00:00-07:00,22589.0,28262
247,2019-10-26 12:00:00-07:00,22037.0,27492
248,2019-10-26 11:00:00-07:00,21822.0,27064
249,2019-10-26 10:00:00-07:00,21683.0,26687
250,2019-10-26 09:00:00-07:00,21646.0,26366
251,2019-10-26 08:00:00-07:00,21542.0,26060
252,2019-10-26 07:00:00-07:00,21078.0,25470
253,2019-10-26 06:00:00-07:00,20183.0,24410
254,2019-10-26 05:00:00-07:00,19768.0,23931
255,2019-10-26 04:00:00-07:00,19767.0,23968
256,2019-10-26 03:00:00-07:00,20321.0,24649
257,2019-10-26 02:00:00-07:00,21137.0,25650
258,2019-10-26 01:00:00-07:00,22327.0,27122
259,2019-10-26 00:00:00-07:00,23940.0,29077
260,2019-10-25 23:00:00-07:00,25983.0,31583
261,2019-10-25 22:00:00-07:00,27892.0,33928
262,2019-10-25 21:00:00-07:00,29502.0,35898
263,2019-10-25 20:00:00-07:00,31060.0,37794
264,2019-10-25 19:00:00-07:00,32030.0,39022
265,2019-10-25 18:00:00-07:00,32593.0,39864
266,2019-10-25 17:00:00-07:00,32535.0,40049
267,2019-10-25 16:00:00-07:00,31510.0,38950
268,2019-10-25 15:00:00-07:00,30127.0,37344
269,2019-10-25 14:00:00-07:00,28658.0,35569
270,2019-10-25 13:00:00-07:00,27496.0,34129
271,2019-10-25 12:00:00-07:00,27038.0,33448
272,2019-10-25 11:00:00-07:00,26518.0,32573
273,2019-10-25 10:00:00-07:00,26228.0,32035
274,2019-10-25 09:00:00-07:00,25665.0,31205
275,2019-10-25 08:00:00-07:00,25512.0,30821
276,2019-10-25 07:00:00-07:00,24298.0,29354
277,2019-10-25 06:00:00-07:00,22134.0,26726
278,2019-10-25 05:00:00-07:00,20927.0,25304
279,2019-10-25 04:00:00-07:00,20753.0,25089
280,2019-10-25 03:00:00-07:00,21162.0,25598
281,2019-10-25 02:00:00-07:00,21954.0,26566
282,2019-10-25 01:00:00-07:00,23153.0,28050
283,2019-10-25 00:00:00-07:00,24635.0,29924
284,2019-10-24 23:00:00-07:00,26786.0,32597
285,2019-10-24 22:00:00-07:00,29151.0,35517
286,2019-10-24 21:00:00-07:00,30957.0,37734
287,2019-10-24 20:00:00-07:00,32337.0,39364
288,2019-10-24 19:00:00-07:00,33020.0,40217
289,2019-10-24 18:00:00-07:00,33201.0,40624
290,2019-10-24 17:00:00-07:00,32925.0,40546
291,2019-10-24 16:00:00-07:00,31728.0,39285
292,2019-10-24 15:00:00-07:00,30190.0,37595
293,2019-10-24 14:00:00-07:00,28792.0,35839
294,2019-10-24 13:00:00-07:00,27444.0,34208
295,2019-10-24 12:00:00-07:00,26776.0,33239
296,2019-10-24 11:00:00-07:00,26203.0,32410
297,2019-10-24 10:00:00-07:00,25751.0,31665
298,2019-10-24 09:00:00-07:00,25501.0,31155
299,2019-10-24 08:00:00-07:00,25584.0,31003
300,2019-10-24 07:00:00-07:00,24524.0,29638
301,2019-10-24 06:00:00-07:00,22301.0,26912
302,2019-10-24 05:00:00-07:00,21025.0,25382
303,2019-10-24 04:00:00-07:00,20705.0,25004
304,2019-10-24 03:00:00-07:00,21059.0,25435
305,2019-10-24 02:00:00-07:00,21720.0,26269
306,2019-10-24 01:00:00-07:00,22689.0,27508
307,2019-10-24 00:00:00-07:00,23983.0,29165
308,2019-10-23 23:00:00-07:00,26027.0,31714
309,2019-10-23 22:00:00-07:00,28215.0,34438
310,2019-10-23 21:00:00-07:00,29965.0,36642
311,2019-10-23 20:00:00-07:00,31463.0,38449
312,2019-10-23 19:00:00-07:00,31741.0,38945
313,2019-10-23 18:00:00-07:00,31696.0,39117
314,2019-10-23 17:00:00-07:00,31515.0,39112
315,2019-10-23 16:00:00-07:00,30536.0,38023
316,2019-10-23 15:00:00-07:00,29306.0,36489
317,2019-10-23 14:00:00-07:00,27940.0,34758
318,2019-10-23 13:00:00-07:00,26879.0,33414
319,2019-10-23 12:00:00-07:00,26186.0,32410
320,2019-10-23 11:00:00-07:00,25794.0,31768
321,2019-10-23 10:00:00-07:00,25448.0,31264
322,2019-10-23 09:00:00-07:00,25310.0,30812
323,2019-10-23 08:00:00-07:00,25528.0,30835
324,2019-10-23 07:00:00-07:00,24426.0,29468
325,2019-10-23 06:00:00-07:00,22085.0,26624
326,2019-10-23 05:00:00-07:00,20834.0,25100
327,2019-10-23 04:00:00-07:00,20503.0,24724
328,2019-10-23 03:00:00-07:00,20849.0,25166
329,2019-10-23 02:00:00-07:00,21601.0,26098
330,2019-10-23 01:00:00-07:00,22529.0,27302
331,2019-10-23 00:00:00-07:00,23909.0,29063
332,2019-10-22 23:00:00-07:00,26034.0,31677
333,2019-10-22 22:00:00-07:00,28463.0,34672
334,2019-10-22 21:00:00-07:00,30213.0,36868
335,2019-10-22 20:00:00-07:00,31619.0,38580
336,2019-10-22 19:00:00-07:00,32263.0,39411
337,2019-10-22 18:00:00-07:00,32567.0,39973
338,2019-10-22 17:00:00-07:00,32192.0,39772
339,2019-10-22 16:00:00-07:00,31157.0,38805
340,2019-10-22 15:00:00-07:00,29787.0,37230
341,2019-10-22 14:00:00-07:00,28549.0,35552
342,2019-10-22 13:00:00-07:00,27151.0,33846
343,2019-10-22 12:00:00-07:00,26324.0,32685
344,2019-10-22 11:00:00-07:00,25745.0,31870
345,2019-10-22 10:00:00-07:00,25068.0,30891
346,2019-10-22 09:00:00-07:00,25127.0,30678
347,2019-10-22 08:00:00-07:00,25362.0,30713
348,2019-10-22 07:00:00-07:00,24227.0,29282
349,2019-10-22 06:00:00-07:00,21895.0,26431
350,2019-10-22 05:00:00-07:00,20670.0,24911
351,2019-10-22 04:00:00-07:00,20331.0,24555
352,2019-10-22 03:00:00-07:00,20594.0,24887
353,2019-10-22 02:00:00-07:00,21232.0,25662
354,2019-10-22 01:00:00-07:00,22107.0,26801
355,2019-10-22 00:00:00-07:00,23375.0,28429
356,2019-10-21 23:00:00-07:00,25387.0,30916
357,2019-10-21 22:00:00-07:00,27559.0,33632
358,2019-10-21 21:00:00-07:00,29251.0,35758
359,2019-10-21 20:00:00-07:00,30672.0,37535
360,2019-10-21 19:00:00-07:00,31055.0,38063
361,2019-10-21 18:00:00-07:00,30890.0,38083
362,2019-10-21 17:00:00-07:00,30169.0,37422
363,2019-10-21 16:00:00-07:00,28970.0,36100
364,2019-10-21 15:00:00-07:00,27648.0,34529
365,2019-10-21 14:00:00-07:00,26563.0,33193
366,2019-10-21 13:00:00-07:00,25657.0,32018
367,2019-10-21 12:00:00-07:00,25239.0,31352
368,2019-10-21 11:00:00-07:00,25029.0,30917
369,2019-10-21 10:00:00-07:00,24866.0,30528
370,2019-10-21 09:00:00-07:00,24763.0,30180
371,2019-10-21 08:00:00-07:00,24817.0,30070
372,2019-10-21 07:00:00-07:00,23459.0,28418
373,2019-10-21 06:00:00-07:00,21057.0,25495
374,2019-10-21 05:00:00-07:00,19672.0,23816
375,2019-10-21 04:00:00-07:00,19150.0,23220
376,2019-10-21 03:00:00-07:00,19282.0,23390
377,2019-10-21 02:00:00-07:00,19679.0,23909
378,2019-10-21 01:00:00-07:00,20363.0,24804
379,2019-10-21 00:00:00-07:00,21405.0,26144
380,2019-10-20 23:00:00-07:00,23110.0,28253
381,2019-10-20 22:00:00-07:00,24877.0,30434
382,2019-10-20 21:00:00-07:00,26009.0,31879
383,2019-10-20 20:00:00-07:00,26821.0,32875
384,2019-10-20 19:00:00-07:00,26591.0,32652
385,2019-10-20 18:00:00-07:00,25334.0,31290
386,2019-10-20 17:00:00-07:00,23687.0,29502
387,2019-10-20 16:00:00-07:00,21984.0,27633
388,2019-10-20 15:00:00-07:00,20775.0,26205
389,2019-10-20 14:00:00-07:00,19905.0,25101
390,2019-10-20 13:00:00-07:00,19471.0,24516
391,2019-10-20 12:00:00-07:00,19436.0,24331
392,2019-10-20 11:00:00-07:00,19584.0,24354
393,2019-10-20 10:00:00-07:00,19969.0,24549
394,2019-10-20 09:00:00-07:00,20054.0,24433
395,2019-10-20 08:00:00-07:00,19939.0,24101
396,2019-10-20 07:00:00-07:00,19732.0,23823
397,2019-10-20 06:00:00-07:00,18997.0,22965
398,2019-10-20 05:00:00-07:00,18826.0,22751
399,2019-10-20 04:00:00-07:00,18847.0,22784
400,2019-10-20 03:00:00-07:00,19157.0,23183
401,2019-10-20 02:00:00-07:00,19685.0,23860
402,2019-10-20 01:00:00-07:00,20466.0,24836
403,2019-10-20 00:00:00-07:00,21579.0,26221
404,2019-10-19 23:00:00-07:00,23020.0,27995
405,2019-10-19 22:00:00-07:00,24268.0,29538
406,2019-10-19 21:00:00-07:00,25083.0,30541
407,2019-10-19 20:00:00-07:00,25823.0,31454
408,2019-10-19 19:00:00-07:00,25639.0,31250
409,2019-10-19 18:00:00-07:00,24450.0,29962
410,2019-10-19 17:00:00-07:00,23190.0,28687
411,2019-10-19 16:00:00-07:00,22494.0,27940
412,2019-10-19 15:00:00-07:00,21621.0,26945
413,2019-10-19 14:00:00-07:00,20976.0,26182
414,2019-10-19 13:00:00-07:00,20691.0,25847
415,2019-10-19 12:00:00-07:00,20956.0,26011
416,2019-10-19 11:00:00-07:00,21298.0,25995
417,2019-10-19 10:00:00-07:00,21494.0,26084
418,2019-10-19 09:00:00-07:00,21422.0,26032
419,2019-10-19 08:00:00-07:00,21293.0,25645
420,2019-10-19 07:00:00-07:00,20855.0,25098
421,2019-10-19 06:00:00-07:00,19871.0,23933
422,2019-10-19 05:00:00-07:00,19420.0,23388
423,2019-10-19 04:00:00-07:00,19356.0,23332
424,2019-10-19 03:00:00-07:00,19671.0,23741
425,2019-10-19 02:00:00-07:00,20266.0,24482
426,2019-10-19 01:00:00-07:00,21222.0,25665
427,2019-10-19 00:00:00-07:00,22423.0,27176
428,2019-10-18 23:00:00-07:00,23933.0,29054
429,2019-10-18 22:00:00-07:00,25440.0,30919
430,2019-10-18 21:00:00-07:00,26428.0,32168
431,2019-10-18 20:00:00-07:00,27199.0,33151
432,2019-10-18 19:00:00-07:00,27186.0,33207
433,2019-10-18 18:00:00-07:00,26319.0,32374
434,2019-10-18 17:00:00-07:00,25436.0,31535
435,2019-10-18 16:00:00-07:00,24748.0,30815
436,2019-10-18 15:00:00-07:00,24031.0,30046
437,2019-10-18 14:00:00-07:00,23686.0,29580
438,2019-10-18 13:00:00-07:00,23313.0,29074
439,2019-10-18 12:00:00-07:00,23610.0,29292
440,2019-10-18 11:00:00-07:00,23969.0,29570
441,2019-10-18 10:00:00-07:00,24228.0,29717
442,2019-10-18 09:00:00-07:00,24363.0,29677
443,2019-10-18 08:00:00-07:00,24583.0,29715
444,2019-10-18 07:00:00-07:00,23522.0,28415
445,2019-10-18 06:00:00-07:00,21256.0,25667
446,2019-10-18 05:00:00-07:00,19990.0,24140
447,2019-10-18 04:00:00-07:00,19735.0,23824
448,2019-10-18 03:00:00-07:00,19935.0,24080
449,2019-10-18 02:00:00-07:00,20440.0,24727
450,2019-10-18 01:00:00-07:00,21331.0,25830
451,2019-10-18 00:00:00-07:00,22513.0,26973
452,2019-10-17 23:00:00-07:00,24234.0,29081
453,2019-10-17 22:00:00-07:00,26065.0,31315
454,2019-10-17 21:00:00-07:00,27500.0,33038
455,2019-10-17 20:00:00-07:00,28365.0,34069
456,2019-10-17 19:00:00-07:00,28030.0,33727
457,2019-10-17 18:00:00-07:00,27073.0,32753
458,2019-10-17 17:00:00-07:00,26221.0,31950
459,2019-10-17 16:00:00-07:00,25464.0,31184
460,2019-10-17 15:00:00-07:00,24755.0,30524
461,2019-10-17 14:00:00-07:00,24226.0,29937
462,2019-10-17 13:00:00-07:00,23791.0,29297
463,2019-10-17 12:00:00-07:00,23998.0,29446
464,2019-10-17 11:00:00-07:00,24290.0,29643
465,2019-10-17 10:00:00-07:00,24466.0,29703
466,2019-10-17 09:00:00-07:00,24894.0,30003
467,2019-10-17 08:00:00-07:00,25088.0,30062
468,2019-10-17 07:00:00-07:00,23970.0,28696
469,2019-10-17 06:00:00-07:00,21635.0,25859
470,2019-10-17 05:00:00-07:00,20346.0,24328
471,2019-10-17 04:00:00-07:00,20030.0,23950
472,2019-10-17 03:00:00-07:00,20282.0,24265
473,2019-10-17 02:00:00-07:00,20924.0,25038
474,2019-10-17 01:00:00-07:00,21779.0,26075
475,2019-10-17 00:00:00-07:00,23061.0,28032
476,2019-10-16 23:00:00-07:00,24930.0,30347
477,2019-10-16 22:00:00-07:00,26923.0,32825
478,2019-10-16 21:00:00-07:00,28557.0,34825
479,2019-10-16 20:00:00-07:00,29720.0,36242
480,2019-10-16 19:00:00-07:00,29811.0,36395
481,2019-10-16 18:00:00-07:00,28890.0,35491
482,2019-10-16 17:00:00-07:00,28614.0,35294
483,2019-10-16 16:00:00-07:00,28407.0,35157
484,2019-10-16 15:00:00-07:00,27693.0,34472
485,2019-10-16 14:00:00-07:00,26481.0,33119
486,2019-10-16 13:00:00-07:00,25437.0,31796
487,2019-10-16 12:00:00-07:00,25177.0,31301
488,2019-10-16 11:00:00-07:00,24818.0,30708
489,2019-10-16 10:00:00-07:00,24861.0,30511
490,2019-10-16 09:00:00-07:00,24827.0,30255
491,2019-10-16 08:00:00-07:00,24973.0,30195
492,2019-10-16 07:00:00-07:00,23900.0,28861
493,2019-10-16 06:00:00-07:00,21872.0,26328
494,2019-10-16 05:00:00-07:00,20596.0,24791
495,2019-10-16 04:00:00-07:00,19960.0,24080
496,2019-10-16 03:00:00-07:00,20092.0,24283
497,2019-10-16 02:00:00-07:00,20698.0,25032
498,2019-10-16 01:00:00-07:00,21576.0,26126
499,2019-10-16 00:00:00-07:00,22833.0,27727
500,2019-10-15 23:00:00-07:00,24675.0,30000
501,2019-10-15 22:00:00-07:00,26799.0,32634
502,2019-10-15 21:00:00-07:00,28342.0,34574
503,2019-10-15 20:00:00-07:00,29465.0,35985
504,2019-10-15 19:00:00-07:00,29478.0,36032
505,2019-10-15 18:00:00-07:00,28681.0,35300
506,2019-10-15 17:00:00-07:00,27665.0,34434
507,2019-10-15 16:00:00-07:00,26543.0,33136
508,2019-10-15 15:00:00-07:00,25336.0,31729
509,2019-10-15 14:00:00-07:00,24266.0,30442
510,2019-10-15 13:00:00-07:00,23611.0,29556
511,2019-10-15 12:00:00-07:00,23654.0,29441
512,2019-10-15 11:00:00-07:00,24170.0,29806
513,2019-10-15 10:00:00-07:00,24190.0,29679
514,2019-10-15 09:00:00-07:00,24431.0,29738
515,2019-10-15 08:00:00-07:00,24711.0,29933
516,2019-10-15 07:00:00-07:00,23634.0,28584
517,2019-10-15 06:00:00-07:00,21327.0,25708
518,2019-10-15 05:00:00-07:00,19997.0,24101
519,2019-10-15 04:00:00-07:00,19607.0,23649
520,2019-10-15 03:00:00-07:00,19778.0,23852
521,2019-10-15 02:00:00-07:00,20268.0,24476
522,2019-10-15 01:00:00-07:00,21000.0,25409
523,2019-10-15 00:00:00-07:00,22182.0,25067
