time,apparentTemperatureHigh,apparentTemperatureLow,apparentTemperatureMax,apparentTemperatureMin,cloudCover,dewPoint,humidity,moonPhase,precipIntensity,precipIntensityMax,precipProbability,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureLow,temperatureMax,temperatureMin,uvIndex,visibility,windBearing,windGust,windSpeed
05-06-2017,65.922,51.14,67.092,51.902,0.524,43.058,0.558,0.37,0.00017999999999999998,0.0014399999999999999,0.15,1007.9640000000002,1494075661.0,1494125668.0,65.922,51.588,67.092,51.984,6.6,8.656,265.6,14.124,3.853999999999999
05-06-2018,80.81,55.967999999999996,80.81,57.3,0.06,48.013999999999996,0.5119999999999999,0.71,0.0,0.0,0.0,1015.376,1525611675.8,1525661655.4,80.81,55.967999999999996,80.81,57.3,9.8,9.968,240.4,10.448,2.53
05-07-2016,66.90599999999999,56.278,67.018,56.432,0.7900000000000001,52.92999999999999,0.754,0.04,0.00132,0.012300000000000002,0.538,1013.158,1462625988.0,1462676134.2,66.90599999999999,56.278,67.018,56.432,5.6,8.516000000000002,247.8,9.557999999999998,1.766
05-07-2017,70.006,54.706,70.006,51.14,0.44000000000000006,42.58,0.568,0.41,0.0064399999999999995,0.02326,0.506,1009.408,1494162002.2,1494212121.2,70.006,54.706,70.006,51.588,8.4,8.368,209.0,13.951999999999998,2.274
05-07-2018,84.44200000000001,58.379999999999995,84.44200000000001,55.967999999999996,0.05600000000000001,48.36,0.504,0.74,0.0,0.0,0.0,1017.0799999999999,1525698016.4,1525748108.8,84.44200000000001,58.379999999999995,84.44200000000001,55.967999999999996,10.0,9.654,282.0,9.745999999999999,1.8
05-08-2016,71.488,59.16400000000001,71.488,56.278,0.7420000000000001,52.948,0.7,0.08,6.000000000000001e-05,0.0009600000000000001,0.14400000000000002,1013.484,1462712330.6,1462762587.6,71.488,59.16400000000001,71.488,56.278,7.0,8.404,258.4,9.058,1.816
05-08-2017,79.33399999999999,57.836,79.33399999999999,54.706,0.174,45.366,0.506,0.44000000000000006,0.00011999999999999999,0.0013,0.134,1011.54,1494248344.4,1494298574.6,79.33399999999999,57.836,79.33399999999999,54.706,9.8,8.878,204.4,10.693999999999999,1.3820000000000001
05-08-2018,84.95400000000001,59.70400000000001,84.95400000000001,58.379999999999995,0.146,50.21,0.506,0.77,5.9999999999999995e-05,0.00108,0.064,1015.344,1525784358.2,1525834562.0,84.95400000000001,59.70400000000001,84.95400000000001,58.379999999999995,9.2,8.788,247.0,10.624,1.8820000000000001
05-09-2016,77.112,58.048,77.112,59.16400000000001,0.4779999999999999,53.894000000000005,0.64,0.11000000000000001,0.0,8e-05,0.0,1012.966,1462798674.6,1462849040.6,77.112,58.048,77.112,59.16400000000001,8.2,8.762,254.4,10.108,1.998
05-09-2017,83.896,58.16400000000001,83.896,57.836,0.198,49.248000000000005,0.514,0.4699999999999999,0.0,5.9999999999999995e-05,0.0,1009.698,1494334688.0,1494385027.6,83.896,58.16400000000001,83.896,57.836,9.2,8.614,262.2,10.892,1.706
