DateTime,CA_CustomerCount
2008-08-06,14830749.709677419
2008-08-07,14827943.451612903
2008-08-08,14825137.193548387
2008-08-09,14822330.935483871
2008-08-10,14819524.677419355
2008-08-11,14816718.41935484
2008-08-12,14813912.161290323
2008-08-13,14811105.903225806
2008-08-14,14808299.64516129
2008-08-15,14805493.387096774
2008-08-16,14802687.129032258
2008-08-17,14799880.870967742
2008-08-18,14797074.612903226
2008-08-19,14794268.35483871
2008-08-20,14791462.096774194
2008-08-21,14788655.838709677
2008-08-22,14785849.58064516
2008-08-23,14783043.322580645
2008-08-24,14780237.064516129
2008-08-25,14777430.806451613
2008-08-26,14774624.548387097
2008-08-27,14771818.290322581
2008-08-28,14769012.032258065
2008-08-29,14766205.774193548
2008-08-30,14763399.516129032
2008-08-31,14760593.258064516
2008-09-01,14757787.0
2008-09-02,14775557.633333333
2008-09-03,14793328.266666668
2008-09-04,14811098.9
2008-09-05,14828869.533333333
2008-09-06,14846640.166666666
2008-09-07,14864410.8
2008-09-08,14882181.433333334
2008-09-09,14899952.066666666
2008-09-10,14917722.7
2008-09-11,14935493.333333334
2008-09-12,14953263.966666667
2008-09-13,14971034.6
2008-09-14,14988805.233333332
2008-09-15,15006575.866666667
2008-09-16,15024346.5
2008-09-17,15042117.133333333
2008-09-18,15059887.766666668
2008-09-19,15077658.4
2008-09-20,15095429.033333333
2008-09-21,15113199.666666666
2008-09-22,15130970.3
2008-09-23,15148740.933333334
2008-09-24,15166511.566666666
2008-09-25,15184282.2
2008-09-26,15202052.833333334
2008-09-27,15219823.466666667
2008-09-28,15237594.1
2008-09-29,15255364.733333334
2008-09-30,15273135.366666667
2008-10-01,15290906.0
2008-10-02,15252496.58064516
2008-10-03,15214087.161290323
2008-10-04,15175677.741935484
2008-10-05,15137268.322580645
2008-10-06,15098858.903225806
2008-10-07,15060449.483870968
2008-10-08,15022040.064516129
2008-10-09,14983630.64516129
2008-10-10,14945221.225806452
2008-10-11,14906811.806451613
2008-10-12,14868402.387096774
2008-10-13,14829992.967741935
2008-10-14,14791583.548387097
2008-10-15,14753174.129032258
2008-10-16,14714764.709677419
2008-10-17,14676355.290322581
2008-10-18,14637945.870967742
2008-10-19,14599536.451612903
2008-10-20,14561127.032258064
2008-10-21,14522717.612903226
2008-10-22,14484308.193548387
2008-10-23,14445898.774193548
2008-10-24,14407489.35483871
2008-10-25,14369079.935483871
2008-10-26,14330670.516129032
2008-10-27,14292261.096774194
2008-10-28,14253851.677419355
2008-10-29,14215442.258064516
2008-10-30,14177032.838709677
2008-10-31,14138623.41935484
2008-11-01,14100214.0
2008-11-02,14138760.633333333
2008-11-03,14177307.266666668
2008-11-04,14215853.9
2008-11-05,14254400.533333333
2008-11-06,14292947.166666666
2008-11-07,14331493.8
2008-11-08,14370040.433333334
2008-11-09,14408587.066666666
2008-11-10,14447133.7
2008-11-11,14485680.333333334
2008-11-12,14524226.966666667
2008-11-13,14562773.6
2008-11-14,14601320.233333332
2008-11-15,14639866.866666667
2008-11-16,14678413.5
2008-11-17,14716960.133333333
2008-11-18,14755506.766666666
2008-11-19,14794053.4
2008-11-20,14832600.033333333
2008-11-21,14871146.666666666
2008-11-22,14909693.3
2008-11-23,14948239.933333334
2008-11-24,14986786.566666666
2008-11-25,15025333.2
2008-11-26,15063879.833333334
2008-11-27,15102426.466666667
2008-11-28,15140973.1
2008-11-29,15179519.733333334
2008-11-30,15218066.366666667
2008-12-01,15256613.0
2008-12-02,15233708.741935484
2008-12-03,15210804.483870968
2008-12-04,15187900.225806452
2008-12-05,15164995.967741935
2008-12-06,15142091.709677419
2008-12-07,15119187.451612903
2008-12-08,15096283.193548387
2008-12-09,15073378.935483871
2008-12-10,15050474.677419355
2008-12-11,15027570.41935484
2008-12-12,15004666.161290323
2008-12-13,14981761.903225806
2008-12-14,14958857.64516129
2008-12-15,14935953.387096774
2008-12-16,14913049.129032258
2008-12-17,14890144.870967742
2008-12-18,14867240.612903226
2008-12-19,14844336.35483871
2008-12-20,14821432.096774194
2008-12-21,14798527.838709677
2008-12-22,14775623.58064516
2008-12-23,14752719.322580645
2008-12-24,14729815.064516129
2008-12-25,14706910.806451613
2008-12-26,14684006.548387097
2008-12-27,14661102.290322581
2008-12-28,14638198.032258064
2008-12-29,14615293.774193548
2008-12-30,14592389.516129032
2008-12-31,14569485.258064516
2009-01-01,14546581.0
2009-01-02,14537696.612903226
2009-01-03,14528812.225806452
2009-01-04,14519927.838709677
2009-01-05,14511043.451612903
2009-01-06,14502159.064516129
2009-01-07,14493274.677419355
2009-01-08,14484390.290322581
2009-01-09,14475505.903225806
2009-01-10,14466621.516129032
2009-01-11,14457737.129032258
2009-01-12,14448852.741935484
2009-01-13,14439968.35483871
2009-01-14,14431083.967741935
2009-01-15,14422199.58064516
2009-01-16,14413315.193548387
2009-01-17,14404430.806451613
2009-01-18,14395546.41935484
2009-01-19,14386662.032258065
2009-01-20,14377777.64516129
2009-01-21,14368893.258064516
2009-01-22,14360008.870967742
2009-01-23,14351124.483870968
2009-01-24,14342240.096774194
2009-01-25,14333355.709677419
2009-01-26,14324471.322580645
2009-01-27,14315586.935483871
2009-01-28,14306702.548387097
2009-01-29,14297818.161290323
2009-01-30,14288933.774193548
2009-01-31,14280049.387096774
2009-02-01,14271165.0
2009-02-02,14289943.142857144
2009-02-03,14308721.285714285
2009-02-04,14327499.42857143
2009-02-05,14346277.57142857
2009-02-06,14365055.714285715
2009-02-07,14383833.857142856
2009-02-08,14402612.0
2009-02-09,14421390.142857144
2009-02-10,14440168.285714285
2009-02-11,14458946.42857143
2009-02-12,14477724.57142857
2009-02-13,14496502.714285715
2009-02-14,14515280.857142856
2009-02-15,14534059.0
2009-02-16,14552837.142857144
2009-02-17,14571615.285714285
2009-02-18,14590393.42857143
2009-02-19,14609171.57142857
2009-02-20,14627949.714285715
2009-02-21,14646727.857142856
2009-02-22,14665506.0
2009-02-23,14684284.142857144
2009-02-24,14703062.285714285
2009-02-25,14721840.42857143
2009-02-26,14740618.57142857
2009-02-27,14759396.714285715
2009-02-28,14778174.857142856
2009-03-01,14796953.0
2009-03-02,14802735.290322581
2009-03-03,14808517.58064516
2009-03-04,14814299.870967742
2009-03-05,14820082.161290323
2009-03-06,14825864.451612903
2009-03-07,14831646.741935484
2009-03-08,14837429.032258065
2009-03-09,14843211.322580645
2009-03-10,14848993.612903226
2009-03-11,14854775.903225806
2009-03-12,14860558.193548387
2009-03-13,14866340.483870968
2009-03-14,14872122.774193548
2009-03-15,14877905.064516129
2009-03-16,14883687.35483871
2009-03-17,14889469.64516129
2009-03-18,14895251.935483871
2009-03-19,14901034.225806452
2009-03-20,14906816.516129032
2009-03-21,14912598.806451613
2009-03-22,14918381.096774194
2009-03-23,14924163.387096774
2009-03-24,14929945.677419355
2009-03-25,14935727.967741935
2009-03-26,14941510.258064516
2009-03-27,14947292.548387097
2009-03-28,14953074.838709677
2009-03-29,14958857.129032258
2009-03-30,14964639.41935484
2009-03-31,14970421.709677419
2009-04-01,14976204.0
2009-04-02,14963467.833333334
2009-04-03,14950731.666666666
2009-04-04,14937995.5
2009-04-05,14925259.333333334
2009-04-06,14912523.166666666
2009-04-07,14899787.0
2009-04-08,14887050.833333334
2009-04-09,14874314.666666666
2009-04-10,14861578.5
2009-04-11,14848842.333333334
2009-04-12,14836106.166666666
2009-04-13,14823370.0
2009-04-14,14810633.833333334
2009-04-15,14797897.666666666
2009-04-16,14785161.5
2009-04-17,14772425.333333334
2009-04-18,14759689.166666666
2009-04-19,14746953.0
2009-04-20,14734216.833333334
2009-04-21,14721480.666666666
2009-04-22,14708744.5
2009-04-23,14696008.333333334
2009-04-24,14683272.166666666
2009-04-25,14670536.0
2009-04-26,14657799.833333334
2009-04-27,14645063.666666666
2009-04-28,14632327.5
2009-04-29,14619591.333333334
2009-04-30,14606855.166666666
2009-05-01,14594119.0
2009-05-02,14607154.290322581
2009-05-03,14620189.58064516
2009-05-04,14633224.870967742
2009-05-05,14646260.161290323
2009-05-06,14659295.451612903
2009-05-07,14672330.741935484
2009-05-08,14685366.032258065
2009-05-09,14698401.322580645
2009-05-10,14711436.612903226
2009-05-11,14724471.903225806
2009-05-12,14737507.193548387
2009-05-13,14750542.483870968
2009-05-14,14763577.774193548
2009-05-15,14776613.064516129
2009-05-16,14789648.35483871
2009-05-17,14802683.64516129
2009-05-18,14815718.935483871
2009-05-19,14828754.225806452
2009-05-20,14841789.516129032
2009-05-21,14854824.806451613
2009-05-22,14867860.096774194
2009-05-23,14880895.387096774
2009-05-24,14893930.677419355
2009-05-25,14906965.967741936
2009-05-26,14920001.258064516
2009-05-27,14933036.548387097
2009-05-28,14946071.838709677
2009-05-29,14959107.129032258
2009-05-30,14972142.41935484
2009-05-31,14985177.709677419
2009-06-01,14998213.0
2009-06-02,14999805.466666667
2009-06-03,15001397.933333334
2009-06-04,15002990.4
2009-06-05,15004582.866666667
2009-06-06,15006175.333333334
2009-06-07,15007767.8
2009-06-08,15009360.266666668
2009-06-09,15010952.733333332
2009-06-10,15012545.2
2009-06-11,15014137.666666666
2009-06-12,15015730.133333333
2009-06-13,15017322.6
2009-06-14,15018915.066666666
2009-06-15,15020507.533333333
2009-06-16,15022100.0
2009-06-17,15023692.466666667
2009-06-18,15025284.933333334
2009-06-19,15026877.4
2009-06-20,15028469.866666667
2009-06-21,15030062.333333334
2009-06-22,15031654.8
2009-06-23,15033247.266666668
2009-06-24,15034839.733333332
2009-06-25,15036432.2
2009-06-26,15038024.666666666
2009-06-27,15039617.133333333
2009-06-28,15041209.6
2009-06-29,15042802.066666666
2009-06-30,15044394.533333333
2009-07-01,15045987.0
2009-07-02,15038580.193548387
2009-07-03,15031173.387096774
2009-07-04,15023766.58064516
2009-07-05,15016359.774193548
2009-07-06,15008952.967741935
2009-07-07,15001546.161290323
2009-07-08,14994139.35483871
2009-07-09,14986732.548387097
2009-07-10,14979325.741935484
2009-07-11,14971918.935483871
2009-07-12,14964512.129032258
2009-07-13,14957105.322580645
2009-07-14,14949698.516129032
2009-07-15,14942291.709677419
2009-07-16,14934884.903225806
2009-07-17,14927478.096774194
2009-07-18,14920071.290322581
2009-07-19,14912664.483870968
2009-07-20,14905257.677419355
2009-07-21,14897850.870967742
2009-07-22,14890444.064516129
2009-07-23,14883037.258064516
2009-07-24,14875630.451612903
2009-07-25,14868223.64516129
2009-07-26,14860816.838709677
2009-07-27,14853410.032258065
2009-07-28,14846003.225806452
2009-07-29,14838596.41935484
2009-07-30,14831189.612903226
2009-07-31,14823782.806451613
2009-08-01,14816376.0
2009-08-02,14815907.161290323
2009-08-03,14815438.322580645
2009-08-04,14814969.483870968
2009-08-05,14814500.64516129
2009-08-06,14814031.806451613
2009-08-07,14813562.967741935
2009-08-08,14813094.129032258
2009-08-09,14812625.290322581
2009-08-10,14812156.451612903
2009-08-11,14811687.612903226
2009-08-12,14811218.774193548
2009-08-13,14810749.935483871
2009-08-14,14810281.096774194
2009-08-15,14809812.258064516
2009-08-16,14809343.41935484
2009-08-17,14808874.58064516
2009-08-18,14808405.741935484
2009-08-19,14807936.903225806
2009-08-20,14807468.064516129
2009-08-21,14806999.225806452
2009-08-22,14806530.387096774
2009-08-23,14806061.548387097
2009-08-24,14805592.709677419
2009-08-25,14805123.870967742
2009-08-26,14804655.032258065
2009-08-27,14804186.193548387
2009-08-28,14803717.35483871
2009-08-29,14803248.516129032
2009-08-30,14802779.677419355
2009-08-31,14802310.838709677
2009-09-01,14801842.0
2009-09-02,14809665.733333332
2009-09-03,14817489.466666667
2009-09-04,14825313.2
2009-09-05,14833136.933333334
2009-09-06,14840960.666666666
2009-09-07,14848784.4
2009-09-08,14856608.133333333
2009-09-09,14864431.866666667
2009-09-10,14872255.6
2009-09-11,14880079.333333334
2009-09-12,14887903.066666666
2009-09-13,14895726.8
2009-09-14,14903550.533333333
2009-09-15,14911374.266666668
2009-09-16,14919198.0
2009-09-17,14927021.733333332
2009-09-18,14934845.466666667
2009-09-19,14942669.2
2009-09-20,14950492.933333334
2009-09-21,14958316.666666666
2009-09-22,14966140.4
2009-09-23,14973964.133333333
2009-09-24,14981787.866666667
2009-09-25,14989611.6
2009-09-26,14997435.333333334
2009-09-27,15005259.066666666
2009-09-28,15013082.8
2009-09-29,15020906.533333333
2009-09-30,15028730.266666668
2009-10-01,15036554.0
2009-10-02,15012912.935483871
2009-10-03,14989271.870967742
2009-10-04,14965630.806451613
2009-10-05,14941989.741935484
2009-10-06,14918348.677419355
2009-10-07,14894707.612903226
2009-10-08,14871066.548387097
2009-10-09,14847425.483870968
2009-10-10,14823784.41935484
2009-10-11,14800143.35483871
2009-10-12,14776502.290322581
2009-10-13,14752861.225806452
2009-10-14,14729220.161290323
2009-10-15,14705579.096774194
2009-10-16,14681938.032258064
2009-10-17,14658296.967741935
2009-10-18,14634655.903225806
2009-10-19,14611014.838709677
2009-10-20,14587373.774193548
2009-10-21,14563732.709677419
2009-10-22,14540091.64516129
2009-10-23,14516450.58064516
2009-10-24,14492809.516129032
2009-10-25,14469168.451612903
2009-10-26,14445527.387096774
2009-10-27,14421886.322580645
2009-10-28,14398245.258064516
2009-10-29,14374604.193548387
2009-10-30,14350963.129032258
2009-10-31,14327322.064516129
2009-11-01,14303681.0
2009-11-02,14336437.966666667
2009-11-03,14369194.933333334
2009-11-04,14401951.9
2009-11-05,14434708.866666667
2009-11-06,14467465.833333334
2009-11-07,14500222.8
2009-11-08,14532979.766666668
2009-11-09,14565736.733333332
2009-11-10,14598493.7
2009-11-11,14631250.666666666
2009-11-12,14664007.633333333
2009-11-13,14696764.6
2009-11-14,14729521.566666666
2009-11-15,14762278.533333333
2009-11-16,14795035.5
2009-11-17,14827792.466666667
2009-11-18,14860549.433333334
2009-11-19,14893306.4
2009-11-20,14926063.366666667
2009-11-21,14958820.333333334
2009-11-22,14991577.3
2009-11-23,15024334.266666668
2009-11-24,15057091.233333334
2009-11-25,15089848.2
2009-11-26,15122605.166666666
2009-11-27,15155362.133333333
2009-11-28,15188119.1
2009-11-29,15220876.066666666
2009-11-30,15253633.033333333
2009-12-01,15286390.0
2009-12-02,15258616.387096774
2009-12-03,15230842.774193548
2009-12-04,15203069.161290323
2009-12-05,15175295.548387097
2009-12-06,15147521.935483871
2009-12-07,15119748.322580645
2009-12-08,15091974.709677419
2009-12-09,15064201.096774194
2009-12-10,15036427.483870968
2009-12-11,15008653.870967742
2009-12-12,14980880.258064516
2009-12-13,14953106.64516129
2009-12-14,14925333.032258064
2009-12-15,14897559.41935484
2009-12-16,14869785.806451613
2009-12-17,14842012.193548387
2009-12-18,14814238.58064516
2009-12-19,14786464.967741935
2009-12-20,14758691.35483871
2009-12-21,14730917.741935484
2009-12-22,14703144.129032258
2009-12-23,14675370.516129032
2009-12-24,14647596.903225806
2009-12-25,14619823.290322581
2009-12-26,14592049.677419355
2009-12-27,14564276.064516129
2009-12-28,14536502.451612903
2009-12-29,14508728.838709677
2009-12-30,14480955.225806452
2009-12-31,14453181.612903226
2010-01-01,14425408.0
2010-01-02,14422274.64516129
2010-01-03,14419141.290322581
2010-01-04,14416007.935483871
2010-01-05,14412874.58064516
2010-01-06,14409741.225806452
2010-01-07,14406607.870967742
2010-01-08,14403474.516129032
2010-01-09,14400341.161290323
2010-01-10,14397207.806451613
2010-01-11,14394074.451612903
2010-01-12,14390941.096774194
2010-01-13,14387807.741935484
2010-01-14,14384674.387096774
2010-01-15,14381541.032258065
2010-01-16,14378407.677419355
2010-01-17,14375274.322580645
2010-01-18,14372140.967741935
2010-01-19,14369007.612903226
2010-01-20,14365874.258064516
2010-01-21,14362740.903225806
2010-01-22,14359607.548387097
2010-01-23,14356474.193548387
2010-01-24,14353340.838709677
2010-01-25,14350207.483870968
2010-01-26,14347074.129032258
2010-01-27,14343940.774193548
2010-01-28,14340807.41935484
2010-01-29,14337674.064516129
2010-01-30,14334540.709677419
2010-01-31,14331407.35483871
2010-02-01,14328274.0
2010-02-02,14352113.42857143
2010-02-03,14375952.857142856
2010-02-04,14399792.285714285
2010-02-05,14423631.714285715
2010-02-06,14447471.142857144
2010-02-07,14471310.57142857
2010-02-08,14495150.0
2010-02-09,14518989.42857143
2010-02-10,14542828.857142856
2010-02-11,14566668.285714285
2010-02-12,14590507.714285715
2010-02-13,14614347.142857144
2010-02-14,14638186.57142857
2010-02-15,14662026.0
2010-02-16,14685865.42857143
2010-02-17,14709704.857142856
2010-02-18,14733544.285714285
2010-02-19,14757383.714285715
2010-02-20,14781223.142857144
2010-02-21,14805062.57142857
2010-02-22,14828902.0
2010-02-23,14852741.42857143
2010-02-24,14876580.857142856
2010-02-25,14900420.285714285
2010-02-26,14924259.714285715
2010-02-27,14948099.142857144
2010-02-28,14971938.57142857
2010-03-01,14995778.0
2010-03-02,14999607.548387097
2010-03-03,15003437.096774194
2010-03-04,15007266.64516129
2010-03-05,15011096.193548387
2010-03-06,15014925.741935484
2010-03-07,15018755.290322581
2010-03-08,15022584.838709677
2010-03-09,15026414.387096774
2010-03-10,15030243.935483871
2010-03-11,15034073.483870968
2010-03-12,15037903.032258065
2010-03-13,15041732.58064516
2010-03-14,15045562.129032258
2010-03-15,15049391.677419355
2010-03-16,15053221.225806452
2010-03-17,15057050.774193548
2010-03-18,15060880.322580645
2010-03-19,15064709.870967742
2010-03-20,15068539.41935484
2010-03-21,15072368.967741935
2010-03-22,15076198.516129032
2010-03-23,15080028.064516129
2010-03-24,15083857.612903226
2010-03-25,15087687.161290323
2010-03-26,15091516.709677419
2010-03-27,15095346.258064516
2010-03-28,15099175.806451613
2010-03-29,15103005.35483871
2010-03-30,15106834.903225806
2010-03-31,15110664.451612903
2010-04-01,15114494.0
2010-04-02,15101919.466666667
2010-04-03,15089344.933333334
2010-04-04,15076770.4
2010-04-05,15064195.866666667
2010-04-06,15051621.333333334
2010-04-07,15039046.8
2010-04-08,15026472.266666668
2010-04-09,15013897.733333332
2010-04-10,15001323.2
2010-04-11,14988748.666666666
2010-04-12,14976174.133333333
2010-04-13,14963599.6
2010-04-14,14951025.066666666
2010-04-15,14938450.533333333
2010-04-16,14925876.0
2010-04-17,14913301.466666667
2010-04-18,14900726.933333334
2010-04-19,14888152.4
2010-04-20,14875577.866666667
2010-04-21,14863003.333333334
2010-04-22,14850428.8
2010-04-23,14837854.266666668
2010-04-24,14825279.733333332
2010-04-25,14812705.2
2010-04-26,14800130.666666666
2010-04-27,14787556.133333333
2010-04-28,14774981.6
2010-04-29,14762407.066666666
2010-04-30,14749832.533333333
2010-05-01,14737258.0
2010-05-02,14737398.129032258
2010-05-03,14737538.258064516
2010-05-04,14737678.387096774
2010-05-05,14737818.516129032
2010-05-06,14737958.64516129
2010-05-07,14738098.774193548
2010-05-08,14738238.903225806
2010-05-09,14738379.032258065
2010-05-10,14738519.161290323
2010-05-11,14738659.290322581
2010-05-12,14738799.41935484
2010-05-13,14738939.548387097
2010-05-14,14739079.677419355
2010-05-15,14739219.806451613
2010-05-16,14739359.935483871
2010-05-17,14739500.064516129
2010-05-18,14739640.193548387
2010-05-19,14739780.322580645
2010-05-20,14739920.451612903
2010-05-21,14740060.58064516
2010-05-22,14740200.709677419
2010-05-23,14740340.838709677
2010-05-24,14740480.967741935
2010-05-25,14740621.096774194
2010-05-26,14740761.225806452
2010-05-27,14740901.35483871
2010-05-28,14741041.483870968
2010-05-29,14741181.612903226
2010-05-30,14741321.741935484
2010-05-31,14741461.870967742
2010-06-01,14741602.0
2010-06-02,14746545.0
2010-06-03,14751488.0
2010-06-04,14756431.0
2010-06-05,14761374.0
2010-06-06,14766317.0
2010-06-07,14771260.0
2010-06-08,14776203.0
2010-06-09,14781146.0
2010-06-10,14786089.0
2010-06-11,14791032.0
2010-06-12,14795975.0
2010-06-13,14800918.0
2010-06-14,14805861.0
2010-06-15,14810804.0
2010-06-16,14815747.0
2010-06-17,14820690.0
2010-06-18,14825633.0
2010-06-19,14830576.0
2010-06-20,14835519.0
2010-06-21,14840462.0
2010-06-22,14845405.0
2010-06-23,14850348.0
2010-06-24,14855291.0
2010-06-25,14860234.0
2010-06-26,14865177.0
2010-06-27,14870120.0
2010-06-28,14875063.0
2010-06-29,14880006.0
2010-06-30,14884949.0
2010-07-01,14889892.0
2010-07-02,14891119.0
2010-07-03,14892346.0
2010-07-04,14893573.0
2010-07-05,14894800.0
2010-07-06,14896027.0
2010-07-07,14897254.0
2010-07-08,14898481.0
2010-07-09,14899708.0
2010-07-10,14900935.0
2010-07-11,14902162.0
2010-07-12,14903389.0
2010-07-13,14904616.0
2010-07-14,14905843.0
2010-07-15,14907070.0
2010-07-16,14908297.0
2010-07-17,14909524.0
2010-07-18,14910751.0
2010-07-19,14911978.0
2010-07-20,14913205.0
2010-07-21,14914432.0
2010-07-22,14915659.0
2010-07-23,14916886.0
2010-07-24,14918113.0
2010-07-25,14919340.0
2010-07-26,14920567.0
2010-07-27,14921794.0
2010-07-28,14923021.0
2010-07-29,14924248.0
2010-07-30,14925475.0
2010-07-31,14926702.0
2010-08-01,14927929.0
2010-08-02,14927308.129032258
2010-08-03,14926687.258064516
2010-08-04,14926066.387096774
2010-08-05,14925445.516129032
2010-08-06,14924824.64516129
2010-08-07,14924203.774193548
2010-08-08,14923582.903225806
2010-08-09,14922962.032258065
2010-08-10,14922341.161290323
2010-08-11,14921720.290322581
2010-08-12,14921099.41935484
2010-08-13,14920478.548387097
