CAPOP,Date
39141799.438355505,2015-09-27
39142500.76712263,2015-09-28
39143202.09588975,2015-09-29
39143903.42465687,2015-09-30
39144604.75342399,2015-10-01
39145306.08219111,2015-10-02
39146007.41095823,2015-10-03
39146708.73972535,2015-10-04
39147410.06849247,2015-10-05
39148111.39725959,2015-10-06
39148812.726026714,2015-10-07
39149514.054793835,2015-10-08
39150215.383560956,2015-10-09
39150916.71232808,2015-10-10
39151618.0410952,2015-10-11
39152319.36986232,2015-10-12
39153020.69862944,2015-10-13
39153722.02739656,2015-10-14
39154423.35616368,2015-10-15
39155124.6849308,2015-10-16
39155826.01369792,2015-10-17
39156527.34246504,2015-10-18
39157228.671232164,2015-10-19
39157929.999999285,2015-10-20
39158631.328766406,2015-10-21
39159332.65753353,2015-10-22
39160033.98630065,2015-10-23
39160735.31506777,2015-10-24
39161436.64383489,2015-10-25
39162137.97260201,2015-10-26
39162839.30136913,2015-10-27
39163540.63013625,2015-10-28
39164241.95890337,2015-10-29
39164943.28767049,2015-10-30
39165644.616437614,2015-10-31
39166345.945204735,2015-11-01
39167047.273971856,2015-11-02
39167748.60273898,2015-11-03
39168449.9315061,2015-11-04
39169151.26027322,2015-11-05
39169852.58904034,2015-11-06
39170553.91780746,2015-11-07
39171255.24657458,2015-11-08
39171956.5753417,2015-11-09
39172657.90410882,2015-11-10
39173359.23287594,2015-11-11
39174060.561643064,2015-11-12
39174761.890410185,2015-11-13
39175463.219177306,2015-11-14
39176164.54794443,2015-11-15
39176865.87671155,2015-11-16
39177567.20547867,2015-11-17
39178268.53424579,2015-11-18
39178969.86301291,2015-11-19
39179671.19178003,2015-11-20
39180372.52054715,2015-11-21
39181073.84931427,2015-11-22
39181775.17808139,2015-11-23
39182476.506848514,2015-11-24
39183177.835615635,2015-11-25
39183879.164382756,2015-11-26
39184580.49314988,2015-11-27
39185281.821917,2015-11-28
39185983.15068412,2015-11-29
39186684.47945124,2015-11-30
39187385.80821836,2015-12-01
39188087.13698548,2015-12-02
39188788.4657526,2015-12-03
39189489.79451972,2015-12-04
39190191.12328684,2015-12-05
39190892.452053964,2015-12-06
39191593.780821085,2015-12-07
39192295.109588206,2015-12-08
39192996.43835533,2015-12-09
39193697.76712245,2015-12-10
39194399.09588957,2015-12-11
39195100.42465669,2015-12-12
39195801.75342381,2015-12-13
39196503.08219093,2015-12-14
39197204.41095805,2015-12-15
39197905.73972517,2015-12-16
39198607.06849229,2015-12-17
39199308.397259414,2015-12-18
39200009.726026535,2015-12-19
39200711.054793656,2015-12-20
39201412.38356078,2015-12-21
39202113.7123279,2015-12-22
39202815.04109502,2015-12-23
39203516.36986214,2015-12-24
39204217.69862926,2015-12-25
39204919.02739638,2015-12-26
39205620.3561635,2015-12-27
39206321.68493062,2015-12-28
39207023.01369774,2015-12-29
39207724.342464864,2015-12-30
39208425.671231985,2015-12-31
39209127.0,2016-01-01
39209648.156164385,2016-01-02
39210169.31232877,2016-01-03
39210690.468493156,2016-01-04
39211211.62465754,2016-01-05
39211732.78082193,2016-01-06
39212253.93698631,2016-01-07
39212775.0931507,2016-01-08
39213296.24931508,2016-01-09
39213817.40547947,2016-01-10
39214338.561643854,2016-01-11
39214859.71780824,2016-01-12
39215380.873972625,2016-01-13
39215902.03013701,2016-01-14
39216423.186301395,2016-01-15
39216944.34246578,2016-01-16
39217465.498630166,2016-01-17
39217986.65479455,2016-01-18
39218507.81095894,2016-01-19
39219028.96712332,2016-01-20
39219550.12328771,2016-01-21
39220071.27945209,2016-01-22
39220592.43561648,2016-01-23
39221113.59178086,2016-01-24
39221634.74794525,2016-01-25
39222155.904109634,2016-01-26
39222677.06027402,2016-01-27
39223198.216438405,2016-01-28
39223719.37260279,2016-01-29
39224240.528767176,2016-01-30
39224761.68493156,2016-01-31
39225282.84109595,2016-02-01
39225803.99726033,2016-02-02
39226325.15342472,2016-02-03
39226846.3095891,2016-02-04
39227367.46575349,2016-02-05
39227888.62191787,2016-02-06
39228409.77808226,2016-02-07
39228930.934246644,2016-02-08
39229452.09041103,2016-02-09
39229973.246575415,2016-02-10
39230494.4027398,2016-02-11
39231015.558904186,2016-02-12
39231536.71506857,2016-02-13
39232057.87123296,2016-02-14
39232579.02739734,2016-02-15
39233100.18356173,2016-02-16
39233621.33972611,2016-02-17
39234142.4958905,2016-02-18
39234663.65205488,2016-02-19
39235184.80821927,2016-02-20
39235705.964383654,2016-02-21
39236227.12054804,2016-02-22
39236748.276712425,2016-02-23
39237269.43287681,2016-02-24
39237790.589041196,2016-02-25
39238311.74520558,2016-02-26
39238832.90136997,2016-02-27
39239354.05753435,2016-02-28
39239875.21369874,2016-02-29
39240396.36986312,2016-03-01
39240917.52602751,2016-03-02
39241438.68219189,2016-03-03
39241959.83835628,2016-03-04
39242480.994520664,2016-03-05
39243002.15068505,2016-03-06
39243523.306849435,2016-03-07
39244044.46301382,2016-03-08
39244565.619178206,2016-03-09
39245086.77534259,2016-03-10
39245607.93150698,2016-03-11
39246129.08767136,2016-03-12
39246650.24383575,2016-03-13
39247171.40000013,2016-03-14
39247692.55616452,2016-03-15
39248213.7123289,2016-03-16
39248734.86849329,2016-03-17
39249256.024657674,2016-03-18
39249777.18082206,2016-03-19
39250298.336986445,2016-03-20
39250819.49315083,2016-03-21
39251340.649315216,2016-03-22
39251861.8054796,2016-03-23
39252382.96164399,2016-03-24
39252904.11780837,2016-03-25
39253425.27397276,2016-03-26
39253946.43013714,2016-03-27
39254467.58630153,2016-03-28
39254988.74246591,2016-03-29
39255509.8986303,2016-03-30
39256031.054794684,2016-03-31
39256552.21095907,2016-04-01
39257073.367123455,2016-04-02
39257594.52328784,2016-04-03
39258115.679452226,2016-04-04
39258636.83561661,2016-04-05
39259157.991781,2016-04-06
39259679.14794538,2016-04-07
39260200.30410977,2016-04-08
39260721.46027415,2016-04-09
39261242.61643854,2016-04-10
39261763.77260292,2016-04-11
